Valor
0.00395077
0.0041863
0.00441986
0.00464962
0.00487367
0.00509009
0.00529694
0.0054923
0.00567432
0.00584121
0.00599132
0.00612312
0.00623523
0.00632649
0.00639592
0.00644279
0.00646658
0.00646703
0.00644416
0.00639819
0.00632963
0.00623921
0.00612789
0.00599684
0.00584743
0.00568116
0.00549971
0.00530484
0.00509843
0.00488239
0.00465866
0.00442918
0.00419588
0.00396063
0.00372526
0.0034915
0.003261
0.00303536
0.00281608
0.00260462
0.00240241
0.00221092
0.00203168
0.00186639
0.00171699
0.00158575
0.00147545
0.00138943
0.00133178
0.00130746
0.00132241
0.00138368
0.00149941
0.00167893
0.00193257
0.00227155
0.00270762
0.00325271
0.00391832
0.00471488
0.00565096
0.0067324
0.00796146
0.00933593
0.0108484
0.0124855
0.0142278
0.0160494
0.0179184
0.0197976
0.0216453
0.0234168
0.0250662
0.026548
0.0278196
0.0288429
0.0295862
0.0300262
0.0301488
0.02995
0.0294359
0.0286227
0.0275359
0.0262083
0.0246792
0.0229919
0.0211919
0.0193248
0.0174347
0.0155619
0.0137424
0.0120064
0.010378
0.00887493
0.00750874
0.00628522
