Valor
0.0140092
0.0184138
0.0233365
0.0285205
0.0336204
0.0382397
0.0419859
0.0445328
0.0456779
0.0453807
0.0437712
0.0411273
0.0378253
0.0342741
0.0308492
0.0278392
0.0254135
0.0236162
0.0223817
0.0215665
0.0209878
0.0204606
0.0198276
0.0189792
0.0178608
0.0164712
0.0148531
0.0130792
0.0112366
0.0094137
0.00768799
0.00611947
0.00474695
0.00358831
0.00264315
0.00189723
0.0013274
0.000907386
0.000615999
0.000454086
0.000480772
0.000873361
0.00197843
0.00425612
0.00800372
0.0129059
0.0177634
0.0208447
0.0208473
0.0177682
0.0129051
0.00798728
0.00421261
0.00189329
0.000725102
0.000236644
6.58129e-05
1.55973e-05
3.15014e-06
5.42246e-07
7.95792e-08
9.96927e-09
1.07108e-09
1.00672e-10
9.01496e-12
1.01485e-12
1.96426e-13
5.421e-14
1.61886e-14
4.79752e-15
1.38894e-15
3.91942e-16
1.07774e-16
2.88765e-17
7.53897e-18
1.91787e-18
4.75404e-19
1.14827e-19
2.70249e-20
6.19758e-21
1.3849e-21
3.01544e-22
6.39768e-23
1.32261e-23
2.66427e-24
5.22954e-25
1.0002e-25
1.864e-26
3.38489e-27
5.98937e-28
1.03265e-28
1.73487e-29
2.83999e-30
4.53006e-31
7.04092e-32
1.06633e-32
1.5736e-33
2.26273e-34
3.17037e-35
4.32837e-36
5.75807e-37
