Valor
0.00507136
0.00632843
0.00765039
0.0089602
0.0101682
0.0111824
0.0119203
0.0123213
0.0123561
0.012032
0.011392
0.0105094
0.00947766
0.00839787
0.00736702
0.00646792
0.00576295
0.00529151
0.00507109
0.00510066
0.00536538
0.00584132
0.00649947
0.00730864
0.00823714
0.00925357
0.0103269
0.0114263
0.0125211
0.0135806
0.014575
0.0154751
0.0162541
0.0168882
0.0173572
0.0176463
0.0177461
0.0176532
0.0173708
0.0169078
0.0162791
0.015504
0.014606
0.0136111
0.0125466
0.0114402
0.0103185
0.0092061
0.00812482
0.00709312
0.00612576
0.00523365
0.00442405
0.00370083
0.00306494
0.00251499
0.00204784
0.00165932
0.00134488
0.00110021
0.00092182
0.000807605
0.000757219
0.000772411
0.000857185
0.00101781
0.00126262
0.00160158
0.00204565
0.0026058
0.00329193
0.00411145
0.00506788
0.00615935
0.00737733
0.0087056
0.0101197
0.0115869
0.0130672
0.0145145
0.0158787
0.0171089
0.018156
0.0189762
0.0195338
0.019804
0.0197747
0.0194471
0.018836
0.0179684
0.0168819
0.0156215
0.0142368
0.0127788
0.0112968
0.00983584
